machine_id,hoh_most_education,census_region,household_size,hoh_oldest_age,household_income,children,racial_background,connection_speed,country_of_origin,zip_code
239392834,2,1,2,9,15,0,5,1,1,08109
239393912,3,3,1,5,11,0,1,1,0,34450
239394297,2,4,2,10,15,0,1,1,1,90660
239394657,99,1,3,5,13,1,1,1,0,18042
239396481,2,4,1,7,14,0,1,1,0,91763
239396510,2,1,4,6,12,1,1,1,0,11542
239396939,99,2,5,7,18,1,1,1,0,
239397524,99,4,2,3,12,0,1,1,1,89148
239397860,99,3,1,4,11,0,5,1,0,41472
239398111,4,3,5,10,12,1,1,1,0,33558
239398667,99,3,3,6,12,1,2,1,0,33511
239399781,2,3,1,7,14,0,2,1,1,33166
239400379,99,3,2,8,12,0,1,1,1,33016
239400719,99,4,1,11,16,0,3,1,0,95757
239401368,2,2,5,8,11,1,5,1,1,53511
239401820,99,3,2,3,12,1,2,1,0,77705
239402166,5,4,5,6,15,1,1,1,0,83709
239402684,4,3,4,10,13,1,2,1,1,20877
239402904,99,3,1,7,15,0,1,1,0,70791
239402959,99,3,2,6,12,0,1,1,0,28273
239402995,2,3,5,8,12,1,1,1,0,37086
239403022,4,3,5,7,17,1,1,1,0,78015
239403086,99,4,2,8,13,0,1,1,0,80538
239403113,99,3,1,8,11,0,2,1,0,22901
239403487,5,3,2,11,12,0,1,1,0,27330
239403647,4,2,5,4,16,0,1,1,0,48864
239403724,99,3,4,9,11,1,5,1,0,77356
239403880,99,4,5,8,14,0,1,1,0,80127
239404566,4,2,2,6,18,1,1,1,0,44212
239404945,99,4,2,8,11,0,1,1,0,93306
239405343,3,3,5,7,13,1,2,1,0,21230
239405731,99,1,2,11,13,1,1,1,0,12801
239405755,2,4,2,6,14,1,5,1,1,92392
239405872,99,4,4,7,11,0,5,1,0,96768
239406261,3,3,5,5,15,0,3,1,0,77084
239406411,99,4,4,1,12,1,5,1,0,92024
239406425,99,3,2,7,12,0,1,1,0,72762
239406510,2,3,1,4,12,0,1,1,0,33904
239406925,99,1,2,6,12,0,1,1,0,11101
239407065,4,1,2,6,13,1,1,1,0,14624
239407732,99,3,2,7,11,1,5,1,0,30135
239408412,2,3,3,4,12,1,2,1,0,70805
239408627,99,2,2,7,15,1,2,1,0,62269
239408675,99,4,1,9,12,0,1,1,0,59315
239408690,99,3,2,7,18,1,5,1,0,75028
239408899,99,3,2,8,13,0,1,1,0,30534
239409491,99,4,2,8,17,1,3,1,0,91304
239410090,4,1,1,3,13,0,1,1,0,02115
239410191,2,1,1,6,13,0,1,1,0,13165
239410318,2,1,4,5,15,1,1,1,0,17522
239410385,2,3,3,10,12,1,2,1,1,35023
239410422,99,1,1,11,12,0,1,1,0,10801
239412437,2,3,3,10,11,1,1,1,0,
239412568,99,3,2,1,15,1,2,1,1,75070
239412615,99,3,3,11,11,0,1,1,0,37743
239412627,99,2,1,2,12,0,1,1,0,
239413268,99,3,2,1,12,0,2,1,1,27591
239413366,99,2,2,9,14,0,1,1,0,53051
239413796,2,1,3,3,11,1,1,1,0,08330
239413871,99,1,5,9,12,1,2,1,0,10467
239414080,99,3,1,6,12,0,1,1,0,
239414281,99,2,1,2,14,0,5,1,0,62260
239414381,99,3,5,11,12,1,2,1,0,31088
239415360,99,3,2,10,12,0,1,1,0,22473
239415504,99,4,2,3,18,1,3,1,0,88011
239415614,99,2,3,8,14,1,5,1,0,45044
239415878,99,3,3,9,12,0,2,1,0,24112
239416191,2,2,5,10,16,1,1,1,0,49548
239416329,3,4,1,9,14,0,1,1,0,94116
239416391,4,1,2,8,11,1,1,1,0,06405
239416648,99,4,5,8,12,1,5,1,0,91331
239416812,4,1,2,3,16,0,1,1,0,02093
239417132,4,1,3,10,14,1,1,1,0,01545
239417398,1,1,5,9,16,1,2,1,1,10469
239417494,2,2,2,8,11,1,1,1,0,60586
239417880,99,2,3,1,11,1,1,1,1,55901
239418081,3,2,3,10,11,1,2,1,0,45216
239418315,99,3,2,4,15,0,2,1,0,36064
239418399,3,4,3,8,11,1,5,1,0,95691
239418660,1,4,2,4,13,1,5,1,1,90221
239418895,2,1,1,11,15,0,1,1,0,03104
239418954,99,2,2,8,12,1,2,1,1,46514
239419255,3,3,2,11,18,1,1,1,0,70791
239419300,3,4,5,8,16,1,1,1,0,95678
239419398,99,4,2,8,11,1,2,1,0,94509
239419406,1,3,5,5,12,1,1,1,0,30605
239419962,99,3,1,3,16,0,5,1,0,76013
239420034,99,3,2,8,11,0,2,1,0,28753
239420113,3,2,4,4,12,1,2,1,0,48221
239420453,99,1,5,6,11,1,5,1,0,12306
239420785,3,3,5,6,12,1,1,1,0,28722
239421177,1,2,2,7,13,0,2,1,1,48101
239421396,99,1,5,8,11,1,1,1,0,12804
239421475,3,4,2,5,12,1,2,1,1,93455
239421496,99,3,2,11,18,0,2,0,0,33144
239421717,99,3,1,1,12,0,1,1,0,20740
239421782,99,4,2,6,16,0,1,1,0,84041
239421812,99,3,2,8,12,0,1,1,0,27205
239421877,3,4,1,5,13,0,1,1,0,95816
239421983,99,4,5,3,11,1,5,1,0,85210
239422077,3,1,2,11,14,1,2,1,0,08090
239422800,99,3,3,3,12,1,5,1,0,78250
239422837,3,3,5,5,13,1,1,1,0,40004
239422910,99,4,3,7,15,1,1,1,1,95376
239424116,3,3,2,7,13,0,2,1,0,30301
239424592,99,2,1,1,11,0,3,1,0,66210
239425050,99,3,2,7,11,0,5,1,1,33032
239425114,1,4,4,10,13,1,2,1,1,90803
239425348,99,3,2,8,14,0,1,1,0,75462
239425374,4,3,1,6,16,0,1,1,0,19720
239425726,99,4,2,7,18,1,5,1,0,91201
239426468,99,3,1,11,18,0,5,1,0,33062
239426728,99,1,2,8,12,0,1,1,0,18073
239426788,99,2,5,5,12,1,1,1,0,45249
239426801,99,1,3,6,16,0,5,1,1,02155
239426841,99,1,2,7,11,0,3,1,0,01851
239427035,99,3,3,6,14,0,5,1,1,74133
239427380,3,4,1,11,11,0,5,1,0,97007
239427691,99,2,1,7,12,0,1,1,0,48602
239428111,3,3,2,6,15,1,1,1,0,74014
239428621,99,3,5,7,12,1,2,1,0,
239428704,99,3,2,9,13,0,1,1,0,27379
239428947,99,3,1,10,11,0,5,1,0,33952
239429473,3,1,2,9,11,1,1,1,0,08648
239429533,2,2,4,11,13,1,2,1,0,48234
239429585,4,4,3,11,14,0,1,1,0,95008
239429728,99,1,1,6,11,0,1,1,0,14213
239429738,99,1,2,6,12,1,2,1,0,10034
239429970,2,1,4,11,11,1,1,1,0,18951
239430268,3,4,1,11,11,0,1,1,0,95451
239430316,99,3,2,8,14,0,1,1,0,21001
239430839,99,3,5,7,12,1,1,1,0,34420
239430843,99,4,2,9,11,0,1,1,0,98632
239477930,99,2,4,7,18,1,1,1,0,68510
239478134,4,1,1,5,13,0,1,1,0,02554
239478263,99,3,5,3,13,1,1,1,0,21001
239478382,3,3,3,10,13,1,1,1,0,23666
239478470,99,3,3,6,16,0,5,1,1,78028
239478796,3,3,2,11,12,0,5,1,0,20878
239478949,1,3,1,11,11,0,1,1,1,
239478973,99,4,2,1,12,1,2,1,0,98118
239478979,2,1,5,6,11,1,2,1,0,03833
239479033,3,4,5,8,17,1,2,1,0,89012
239479187,4,2,1,10,11,0,1,1,0,45365
239479285,99,4,5,6,11,1,5,1,1,
239479476,99,3,2,8,13,1,5,1,0,30058
239479513,2,1,5,5,17,1,1,1,0,12601
239479563,4,4,4,8,16,1,5,1,0,87114
239479913,99,3,4,9,11,1,2,1,0,70714
239479921,99,3,2,7,12,0,1,1,0,75098
239479950,2,1,5,6,16,1,1,1,0,17931
239480047,99,4,1,7,11,0,3,1,0,90005
239480314,99,4,3,11,11,1,5,1,0,95207
239480318,99,2,5,9,11,1,2,1,1,46001
239480504,3,4,2,6,15,0,1,1,0,
239480662,2,2,5,7,11,1,1,1,0,56473
239480707,2,2,3,11,13,0,1,1,0,49221
239480841,3,3,2,8,15,1,1,1,0,74014
239480907,99,1,3,4,11,1,5,1,0,01420
239481363,99,3,3,6,11,1,1,1,0,79912
239481662,3,1,1,9,14,0,1,1,0,14454
239481851,5,1,1,11,16,0,1,1,0,08619
239481934,4,1,5,11,16,1,1,1,0,01801
239482543,3,3,1,5,11,0,2,1,0,33707
239482555,3,1,1,3,12,0,3,1,0,15221
239482581,99,3,4,6,11,1,1,1,1,77042
239483038,4,3,2,11,16,0,1,1,0,30324
239483564,2,2,5,4,18,1,5,1,0,48202
239483649,2,3,4,6,14,1,2,1,0,33169
239483865,2,3,5,7,17,1,1,1,0,28681
239483954,99,4,3,5,16,1,5,1,0,98118
239484037,99,3,2,7,11,0,1,1,0,30135
239484173,99,2,2,11,13,1,2,1,0,65202
239484472,99,1,2,8,12,0,1,1,0,08080
239484819,99,4,1,5,16,0,1,1,0,94550
239484952,5,4,4,8,18,1,3,1,0,95121
239485351,3,3,5,8,15,1,1,1,0,27804
239485368,99,4,5,7,13,1,3,1,0,98258
239485407,99,3,5,8,16,0,2,1,0,25404
239485749,99,3,1,8,12,0,2,1,0,20019
239485759,2,3,3,5,16,1,5,1,0,70084
239485855,4,3,2,8,16,1,1,1,0,77459
239485918,2,1,2,5,12,0,2,1,0,19150
239486144,3,4,4,8,17,1,1,1,0,93722
239486573,4,3,5,9,18,1,1,1,0,30041
239486581,2,1,5,9,17,1,2,1,0,11218
239487142,99,2,2,8,11,0,1,1,0,48047
239487382,99,2,1,8,15,0,1,1,0,63146
239487521,5,3,2,11,13,1,1,1,1,79936
239487883,2,3,4,11,15,1,1,1,0,73160
239488070,99,2,5,8,15,0,1,1,0,46280
239488235,99,3,1,8,13,0,1,1,0,78209
239488362,99,3,1,7,12,0,2,1,0,21218
239488384,4,1,2,9,16,1,1,1,0,19038
239488387,99,1,2,8,18,0,1,1,0,01701
239489146,4,1,5,11,15,1,2,1,0,11236
239489566,3,3,1,9,15,0,1,1,0,30052
239489639,4,2,5,6,11,1,1,1,0,
239489781,4,3,2,6,15,1,1,1,1,77379
239490064,4,3,1,10,12,0,1,1,0,40502
239491782,2,3,2,5,16,1,1,1,0,32771
239491790,3,2,1,11,12,0,1,1,0,65807
239492492,99,2,2,2,11,0,2,1,0,60025
239492522,2,3,4,8,11,1,1,1,0,27909
239492863,3,2,4,7,15,1,2,1,0,48341
239492884,3,4,5,3,11,1,5,1,0,97220
239492895,3,3,2,3,14,1,1,1,0,19977
239493006,4,2,5,8,11,0,1,1,0,53212
239493009,99,3,2,2,11,1,2,1,0,70769
239493710,2,1,2,8,13,1,2,1,1,19608
239494174,4,3,2,7,11,1,1,1,1,20901
239494465,99,3,5,7,15,1,2,1,0,30039
239494533,2,3,4,10,15,1,1,1,0,30116
239494636,4,4,5,5,12,1,2,1,1,
239495123,99,2,3,6,12,1,2,1,1,55118
239495287,3,3,3,6,13,1,2,1,1,33014
239495335,4,2,5,9,16,1,1,1,1,55316
239495495,3,3,2,4,11,0,1,1,0,20782
239495596,2,1,3,8,14,1,1,1,0,14569
239495687,3,2,4,11,15,1,1,1,0,54153
239495879,3,1,2,4,13,0,1,1,0,13090
239496174,99,3,5,4,13,1,1,1,1,77345
239496345,3,2,3,3,11,0,1,1,0,48726
239496940,99,4,2,2,11,1,2,1,0,91801
239497005,99,3,5,8,13,0,1,1,0,32506
239497025,99,3,2,7,13,1,5,1,0,30040
239497155,99,2,2,10,12,0,1,1,0,65804
239497288,99,4,3,4,11,1,5,1,1,87732
239497303,99,2,1,6,11,0,1,1,0,60504
239497486,99,4,3,8,14,0,2,1,0,99507
239497615,99,2,1,11,12,0,1,1,0,64735
239497731,2,3,1,3,11,0,1,1,0,70043
239497838,99,2,2,5,11,1,1,1,0,60638
239498479,3,3,1,4,12,0,1,1,0,32696
239499708,99,3,2,8,14,0,3,1,0,33157
239499724,99,2,4,6,11,1,2,1,0,47933
239499874,99,3,5,7,18,1,1,1,0,22554
239499926,99,3,2,9,11,0,1,1,0,37160
239500459,99,2,1,2,12,0,2,1,0,56560
239500718,99,3,4,8,13,1,2,1,0,36867
239500766,99,3,2,1,11,1,2,1,0,
239501805,3,4,5,7,17,1,1,1,0,83404
239501809,99,2,3,9,14,0,1,1,0,45822
239502070,3,3,2,8,14,0,1,1,0,22485
239502936,99,2,5,2,11,0,2,1,0,63090
239503015,3,1,2,6,12,0,1,1,0,13203
239503029,4,2,2,10,16,0,1,1,0,43221
239503042,4,1,2,9,16,1,5,1,0,12302
239503710,2,3,5,8,18,1,1,1,0,20832
239503738,99,3,1,11,12,0,3,1,0,33334
239503752,4,1,4,6,18,1,1,1,0,07450
239504482,3,3,3,8,11,1,1,1,1,33161
239504515,99,4,2,7,13,0,1,1,0,92530
239504517,2,3,2,8,16,1,1,1,0,39465
239504649,99,3,5,11,11,1,2,1,0,37203
239504914,4,3,3,11,13,0,5,1,1,32771
239504933,1,1,2,9,18,1,5,1,1,
239505221,99,3,1,5,11,0,2,1,0,33709
239505482,2,3,1,11,12,0,1,1,0,29745
239505539,99,4,5,7,11,1,2,1,1,98682
239505846,99,3,2,6,12,1,5,1,0,30501
239505875,3,3,2,7,12,1,1,1,0,32277
239506389,99,3,1,2,12,0,5,1,0,41071
239506965,3,3,5,5,17,0,1,1,0,75044
239506980,2,1,5,8,15,1,1,1,0,11235
239507153,99,4,2,10,13,0,1,1,0,59718
239507197,2,2,4,9,16,0,1,1,0,44060
239507749,1,4,1,11,11,0,5,1,1,92154
239507833,99,1,2,2,18,0,2,1,0,06040
239507873,2,2,4,2,13,1,1,1,0,
239508015,4,1,5,11,13,1,1,1,0,01801
239508052,4,1,3,9,16,1,1,1,0,03103
239508221,2,1,3,7,12,1,5,1,1,10462
239508576,3,2,4,3,13,1,5,1,0,47802
239508699,99,2,2,7,12,1,5,1,0,67220
239508924,4,4,5,5,11,1,5,1,1,89521
239508944,99,3,4,4,11,1,2,1,1,32003
239509130,3,1,4,5,15,1,1,1,1,07840
239509165,2,4,1,4,12,0,1,1,1,80206
239509260,3,2,2,11,12,0,2,1,1,
239509277,2,3,4,7,15,1,1,1,0,40291
239509452,99,4,2,5,11,1,5,1,0,85044
239509622,2,2,5,9,14,1,1,1,0,49503
239509710,99,2,3,9,12,0,1,1,0,56093
239509899,4,3,4,11,12,0,5,1,1,35401
239510373,99,3,5,8,11,0,1,1,0,28601
239510612,4,1,4,8,16,0,1,1,0,03814
239510967,99,3,2,1,11,1,2,1,0,70094
239511148,4,1,5,7,12,1,3,1,0,14228
239511192,2,3,5,9,11,1,1,1,1,75070
239511225,3,4,5,5,13,1,1,1,1,98662
239511511,3,4,1,4,16,0,1,1,0,98092
239511536,4,3,4,10,15,1,1,1,0,28117
239511544,2,2,1,6,12,0,1,1,0,56401
239511663,99,4,1,2,12,0,1,1,0,88201
239512175,4,2,2,10,15,0,1,1,0,63117
239512627,3,2,3,11,13,1,2,1,0,47124
239512859,2,3,5,7,12,1,3,1,1,74728
239512920,99,1,2,9,16,0,1,1,0,08723
239512926,3,3,3,6,12,1,2,1,1,75460
239512945,2,4,5,8,14,1,2,1,1,91307
239513067,4,3,3,11,11,1,1,1,0,27265
239513145,3,4,4,7,14,1,1,1,0,92345
239513160,99,4,1,5,14,0,2,1,0,91406
239514161,3,2,4,9,13,1,1,1,0,48021
239514165,99,2,2,8,12,1,5,1,0,48146
239514223,99,1,1,7,12,0,5,1,1,10457
239514364,1,1,2,4,11,1,1,1,1,06605
239514381,99,2,2,6,13,0,1,1,0,47906
239514576,4,3,5,5,11,1,1,1,0,33803
239514877,3,4,3,11,12,0,1,1,0,
239514924,3,3,4,3,11,1,5,1,1,37347
239515226,1,4,2,9,14,1,1,1,1,93905
239515298,99,4,4,3,16,1,5,1,0,83714
239515380,99,2,5,5,11,1,1,1,0,46052
239515404,4,3,1,8,15,0,3,1,1,23693
239515439,99,3,1,8,11,0,2,1,0,20011
239515842,2,2,2,4,14,0,3,1,0,55104
239516671,3,4,2,8,15,0,1,1,0,89149
239516922,99,3,5,6,15,1,2,1,0,20723
239517032,99,2,3,6,12,1,2,1,0,58701
239517331,3,4,2,11,16,0,1,1,0,97214
239517442,3,3,4,5,11,1,5,1,1,75063
239518264,4,3,1,9,13,0,1,1,0,33418
239518399,99,3,2,6,18,1,1,1,0,
239518651,3,3,3,5,15,1,2,1,0,40299
239518982,2,1,5,7,12,1,1,1,0,08401
239564913,1,3,2,7,11,0,5,1,0,78577
239564996,2,4,3,5,18,1,5,1,0,92311
239565006,2,4,2,8,16,0,1,1,0,95348
239565182,4,2,2,9,14,1,1,1,0,60416
239565885,2,4,5,8,13,1,1,1,0,87131
239566099,99,4,1,3,11,0,5,1,0,93309
239566116,2,2,4,11,11,1,1,1,0,63548
239566552,4,3,3,7,17,1,1,1,0,74011
239566665,2,2,5,6,12,1,2,1,0,60620
239566790,99,1,2,7,11,0,1,1,0,01843
239566935,2,1,2,11,11,1,3,1,1,08753
239567062,4,2,5,3,12,1,1,1,0,44124
239567417,99,3,1,9,13,0,1,1,1,77056
239567768,2,1,2,11,14,0,1,1,0,07726
239568087,99,3,1,4,11,0,2,1,0,27521
239568170,3,2,1,5,13,0,2,1,0,58703
239568284,5,2,3,11,16,0,5,1,1,
239568340,2,1,5,11,11,1,1,1,0,11385
239568423,2,1,2,11,11,1,2,1,0,11691
239569112,2,2,1,11,12,0,1,1,0,60131
239569307,2,2,5,10,14,1,1,1,0,53546
239569643,2,2,1,5,12,0,5,1,1,
239569685,2,2,3,8,13,1,1,1,0,47150
239570030,3,3,3,6,15,1,5,1,1,33325
239570486,99,3,1,7,12,0,2,1,0,27587
239570732,99,3,5,9,12,1,2,1,0,38305
239570912,4,4,1,6,17,0,1,1,0,92651
239572271,99,3,2,8,12,1,2,1,1,77003
239572369,2,3,1,11,11,0,2,1,1,23518
239572415,99,3,2,8,16,1,2,1,0,70818
239572716,2,3,1,11,11,0,1,1,0,
239572890,2,1,1,11,11,0,5,1,1,11368
239572927,99,4,1,9,11,0,5,1,0,95503
239572954,3,3,2,10,14,0,1,1,0,20639
239573283,2,3,4,9,11,1,1,1,0,25312
239573374,3,3,5,5,15,1,2,1,0,20705
239574004,99,3,1,4,13,0,2,1,0,78749
239574198,3,4,2,9,17,0,1,1,0,82601
239574305,3,2,2,9,16,1,1,1,0,
239574401,3,3,1,9,13,0,1,1,0,34711
239574455,99,1,1,2,12,0,2,1,0,15222
239574605,4,1,5,6,16,1,1,1,0,06248
239574627,4,3,5,8,16,1,1,1,0,19810
239574704,3,3,4,9,17,1,1,1,0,75703
239574742,3,2,4,10,11,1,5,1,0,45315
239575377,3,3,4,11,17,1,1,1,0,19970
239575925,99,2,1,4,13,0,1,1,0,48104
239576091,99,3,2,8,12,0,1,1,0,32312
239576856,99,4,3,6,13,1,5,1,0,93001
239576975,99,3,3,8,11,1,5,1,1,29206
239578229,2,2,3,3,11,1,3,1,0,48035
239578345,99,4,3,11,11,1,1,1,0,91206
239578481,3,1,4,11,11,1,2,1,0,11249
239578950,4,1,4,9,17,1,1,1,0,08701
239578955,2,3,5,7,14,1,2,1,0,32818
239579097,2,2,4,9,14,1,2,1,1,60618
239579630,99,2,5,7,11,1,2,1,0,46383
239579885,99,2,2,8,17,0,1,1,0,54230
239579928,2,4,2,9,12,1,2,1,0,91387
239579995,99,3,1,3,11,0,2,1,0,31639
239580093,3,4,2,6,15,1,5,1,0,95209
239580170,3,1,5,6,13,1,1,1,0,04240
239580373,99,3,2,7,13,0,1,1,0,27526
239580390,2,2,4,7,14,1,2,1,0,53225
239580481,2,3,5,6,12,1,1,1,0,30705
239580496,3,2,5,7,12,1,1,1,0,57106
239580690,4,3,2,7,12,1,2,1,0,28274
239580700,2,3,4,6,16,1,1,1,0,77845
239580767,4,3,2,7,13,1,2,1,0,27410
239580797,2,2,4,4,11,1,1,1,0,45506
239581328,99,2,4,8,11,1,2,1,0,48234
239581432,3,1,1,6,15,0,1,1,0,11727
239581607,4,3,4,9,17,1,1,1,0,76039
239581630,99,1,5,6,18,1,1,1,0,06525
239581862,3,1,4,6,13,1,1,1,0,02346
239582006,2,3,1,11,14,0,1,1,0,38063
239582048,99,2,1,4,11,0,5,1,0,58854
239582085,4,2,3,7,15,1,1,1,0,60602
239582112,99,1,1,9,11,0,2,1,1,07112
239582169,99,3,2,4,15,1,2,1,0,33020
239582646,2,3,3,6,16,1,5,1,0,20639
239582722,99,3,2,11,12,1,2,1,0,37343
239582725,99,2,4,8,11,1,2,1,0,63110
239583685,99,3,4,3,11,1,5,1,1,77083
239583849,99,4,2,7,11,0,1,1,0,93560
239584146,99,1,3,1,13,1,2,1,0,12306
239584220,99,2,2,4,11,0,3,1,0,63017
239584770,99,3,4,8,16,1,1,1,0,72120
239584953,3,4,5,8,11,1,3,1,0,95815
239585409,1,4,5,6,11,1,5,1,0,95116
239585466,4,2,4,8,18,1,1,1,0,53147
239586158,2,3,3,7,15,0,1,1,0,19701
239586839,2,3,5,4,11,1,2,1,0,30318
239587035,99,1,4,2,15,0,1,1,0,17552
239587326,2,1,5,9,15,1,1,1,0,05457
239587444,3,3,3,9,15,1,2,1,0,36526
239587946,4,4,5,7,13,1,1,1,0,97206
239588603,4,3,5,4,12,1,2,1,0,28217
239588671,2,1,1,4,14,0,5,1,0,
239588970,4,4,5,5,18,1,5,1,0,99338
239588999,99,2,2,7,12,0,5,1,0,45013
239589064,2,4,5,6,13,1,1,1,0,89103
239589073,99,3,3,4,13,1,2,1,0,33976
239589096,99,3,99,5,11,1,2,1,0,36104
239589147,99,1,3,5,13,1,2,1,0,12804
239589258,3,4,1,11,11,0,2,1,0,84120
239589335,99,3,1,6,13,0,2,1,1,
239589343,4,1,1,3,13,0,5,1,1,10301
239589577,99,4,3,6,12,0,5,1,0,93535
239589824,2,3,4,11,11,1,1,1,0,27546
239589921,3,3,5,7,13,1,1,1,0,
239590217,99,4,3,8,11,0,2,1,0,90720
239590236,99,3,2,6,11,0,1,1,0,28607
239590264,2,3,4,6,16,1,1,1,0,32541
239590467,4,4,1,11,12,0,5,1,1,85234
239590983,99,1,1,9,12,0,2,1,0,18235
239591695,99,3,5,11,11,1,5,1,0,33401
239591884,99,3,4,8,12,0,1,1,0,40515
239591945,2,4,1,7,11,0,1,1,1,92545
239592027,99,2,1,10,12,0,1,1,0,
239592634,99,4,2,5,11,0,1,1,1,88201
239592912,99,3,5,8,12,1,1,1,1,33463
239593299,99,4,1,2,12,0,2,1,1,85014
239593608,99,3,5,9,11,1,1,1,0,41041
239594142,3,2,4,3,14,0,1,1,0,56379
239594238,4,4,5,10,16,1,2,1,1,92056
239594277,2,3,2,9,12,0,1,1,0,77057
239594801,99,1,2,3,12,1,2,1,0,15904
239595043,99,3,2,6,12,0,1,1,0,32801
239595077,4,3,2,5,11,1,1,1,0,32539
239595298,3,3,2,9,11,1,2,1,0,24502
239595449,2,4,5,7,18,0,5,1,1,89074
239595720,99,3,1,8,13,0,1,1,0,31216
239596205,2,1,4,4,15,0,5,1,0,06268
239596455,99,3,2,2,18,1,3,1,0,20120
239596822,99,4,3,1,18,0,3,1,0,95620
239597048,99,2,5,8,16,1,5,1,0,55346
239597111,3,3,3,11,13,1,2,1,0,32311
239597202,2,2,3,10,11,1,1,1,0,48073
239597462,99,1,4,5,11,1,2,1,0,19111
239597563,4,1,2,11,13,0,1,1,0,03833
239597618,3,4,4,7,11,1,1,1,0,97215
239597865,4,3,2,8,16,0,1,1,0,32953
239597987,5,2,5,10,13,1,1,1,0,66216
239597999,99,1,1,8,11,0,1,1,0,10024
239598380,99,1,1,3,12,0,2,1,1,10460
239598671,99,4,5,8,13,0,1,1,0,80224
239598681,2,3,2,11,12,0,1,1,0,28467
239599382,2,3,4,7,14,1,5,1,0,34982
239599453,2,3,3,5,12,1,1,1,0,32712
239599493,4,1,5,9,18,1,1,1,0,11901
239599546,4,2,5,5,14,1,1,1,0,55104
239599814,3,2,5,8,15,1,3,1,0,54914
239600033,3,3,3,5,14,0,1,1,0,29301
239600049,99,1,1,1,15,0,1,1,0,07003
239600191,99,4,1,3,11,0,1,1,1,93534
239600324,99,4,2,9,16,1,1,1,0,92656
239600523,99,3,2,7,11,0,1,1,0,77346
239600796,5,1,1,11,12,0,1,1,0,04476
239601017,3,1,4,6,16,1,1,1,0,08755
239601150,1,3,5,9,11,1,1,1,1,34142
239601643,99,3,4,3,12,1,5,1,0,73160
239601708,2,1,3,7,12,1,1,1,0,04210
239601712,99,2,1,11,12,0,2,1,0,54498
239602029,2,3,4,11,12,1,1,1,0,33905
239602682,3,3,2,10,17,1,1,1,0,78704
239602788,3,2,4,7,16,1,1,1,0,64012
239603200,99,1,3,7,18,1,2,1,0,07630
239603877,4,4,2,5,11,1,1,1,0,98362
239604363,99,3,1,6,16,0,5,1,1,77386
239604558,1,4,2,6,16,0,2,1,0,80204
239604863,99,3,2,9,11,0,2,1,0,21201
239604902,3,3,5,7,16,1,2,1,1,32571
239605231,2,1,3,11,15,0,1,1,0,19601
239605522,3,4,3,9,16,1,1,1,0,95758
239605986,3,3,4,10,13,0,1,1,0,38655
239606062,2,1,5,9,14,1,1,1,0,04976
239606183,3,4,3,11,14,0,1,1,1,95843
239606377,99,3,4,6,11,1,2,1,0,31329
239606725,2,3,2,9,13,1,1,1,0,37830
239606768,99,3,3,3,18,1,2,1,0,
239655257,5,4,5,9,16,1,1,1,0,99019
239655269,99,3,5,8,11,1,5,1,0,28205
239655514,99,3,2,5,12,0,1,1,0,73096
239655988,99,3,5,6,15,1,5,1,1,78660
239656489,99,4,1,7,11,0,1,1,0,89032
239656539,2,4,5,6,13,1,1,1,0,85716
239656551,2,3,4,9,11,0,2,1,0,28504
239656706,99,1,4,2,11,1,1,1,0,01301
239656739,99,1,5,1,11,1,2,1,0,01841
239656830,3,3,5,7,11,1,2,1,0,
239657097,99,4,2,7,12,1,5,1,0,84790
239657113,4,4,2,11,13,0,1,1,1,85203
239657147,3,4,4,11,13,1,1,1,0,95482
239657213,3,2,1,8,13,0,1,1,0,52302
239657769,2,2,2,3,16,0,1,1,1,
239658163,99,3,1,8,11,0,2,1,0,28312
239658428,2,3,5,6,11,1,2,1,0,30064
239658768,99,3,2,4,18,1,5,1,1,
239659048,99,4,2,7,11,1,2,1,0,89521
239659083,99,3,1,6,11,0,2,1,0,77905
239659091,2,2,5,8,16,1,1,1,0,60447
239659389,99,4,2,7,11,1,2,1,0,80013
239660105,4,1,4,11,13,1,1,1,1,10019
239660138,99,4,1,5,17,0,1,1,0,82718
239660187,2,1,2,7,16,0,1,1,0,02920
239660364,4,3,4,9,16,1,1,1,1,75070
239661774,2,1,1,5,11,0,1,1,1,12308
239662450,2,1,5,7,14,1,1,1,0,08753
239662812,99,3,3,4,12,1,2,1,0,75672
239663068,4,2,2,11,15,0,1,1,0,63021
239663571,99,2,5,6,13,1,1,1,0,45171
239663734,99,4,2,1,11,1,2,1,1,94601
239663743,4,3,2,5,16,1,1,1,0,35803
239664226,2,2,3,9,16,1,1,1,0,50208
239664294,99,2,5,4,15,1,1,1,1,53142
239665081,3,3,5,8,17,1,2,1,1,32608
239665269,3,2,2,4,14,0,2,1,0,55447
239665695,1,4,2,9,14,1,3,1,1,91768
239665743,3,3,5,3,15,1,1,1,0,
239665928,5,3,1,10,12,0,2,1,0,75228
239666155,3,3,3,4,13,1,1,1,0,33781
239666695,99,1,4,7,13,1,1,1,0,19522
239666891,99,3,2,9,18,0,1,1,0,23430
239666898,2,1,3,3,17,0,2,1,0,10469
239667781,2,3,2,9,13,1,2,1,0,30909
239667907,99,1,2,8,14,0,1,1,0,07737
239668040,2,1,4,8,12,1,1,1,0,04347
239669389,99,2,2,7,13,0,1,1,0,55443
239669897,99,3,1,3,16,0,1,1,0,20603
239669966,3,4,2,11,14,0,1,1,0,85251
239670106,99,4,3,8,14,1,5,1,0,92506
